,AKOS.smile,CID,CanonicalSMILES,density.g.cm3,MW,AKOS,quantity (g),stored,,,
89,CCCC/C=C/CCCCCCCCCCO,5352278,CCCCC=CCCCCCCCCCCO,,240.431,15839816,,,,,
151,CCCCCCCCCCC(=O)OCC,12327,CCCCCCCCCCC(=O)OCC,,214.349,15839824,0.01000,fridge,,,
165,CCCCCCCCCCCCCCCCCCCC(=O)O,10467,CCCCCCCCCCCCCCCCCCCC(=O)O,,312.538,15839825,0.01020,,,,
409,OCCCCCCCCC=C,25612,C=CCCCCCCCCO,,156.269,15839841,,,,,
149,CCCCCCCCCC(=O)[O-].[Na+],4457968,CCCCCCCCCC(=O)[O-].[Na+],,194.25,15839877,,,,,
116,CCCCC/C=C\C/C=C\CCCCCCCCO,5365682,CCCCCC=CCC=CCCCCCCCCO,,266.469,15839888,,,,,
142,CCCCCCCC/C=C/CCCCCCCCO,5367665,CCCCCCCCC=CCCCCCCCCO,,268.485,15839897,,,,,
404,OCCCCC[C@H](CC)C,13548104,CCC(C)CCCCCO,,144.258,15840005,,,,,
401,OCCCC[C@H](CC)C,13218084,CCC(C)CCCCO,,130.231,15840006,,,,,
247,COC(=O)c1ccc(cc1)/C=C/c1ccc(cc1)C(=O)OC,5378468,COC(=O)C1=CC=C(C=C1)C=CC2=CC=C(C=C2)C(=O)OC,,296.322,15840500,,,,,
368,OC1CCCC=C1,13198,C1CC=CC(C1)O,,98.145,15840757,,,,,
220,CCOC(=O)CC1CCCCCC1,14322005,CCOC(=O)CC1CCCCCC1,,184.279,15840844,,,,,
339,OC/C=C(/CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)\C,5280435,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C,,296.539,15841769,0.01000,fridge,,,
76,CCC(CCCC(C)C)(O)C,6548,CCC(C)(CCCC(C)C)O,,158.285,15841872,1.00000,,,,
64,Cc1cccc(c1)C(=O)OC(=O)c1cccc(c1)C,253301,CC1=CC=CC(=C1)C(=O)OC(=O)C2=CC(=CC=C2)C,,254.285,15842028,,,,,
169,CCCCCCCOC(=O)CCCCCC,69350,CCCCCCCOC(=O)CCCCCC,,228.376,15843132,,,,,
342,OC/C=C/C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,5708699,C(C=CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,,476.133,15852692,,,,,
343,OC/C=C/C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,5708693,C(C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,,376.117,15852861,,,,,
99,CCCCC(=O)CC(=O)OCC,559036,CCCCC(=O)CC(=O)OCC,,172.224,15855371,0.01000,,,,
358,OC1CCC(CC1)C1CCCCC1,75518,C1CCC(CC1)C2CCC(CC2)O,,182.307,15856373,,,,,
410,OCCCCCCCCCC(=O)O,74300,C(CCCCC(=O)O)CCCCO,,188.267,15856518,0.01000,fridge,,,
194,CCOC(=O)c1ccc(cc1)C#C,15540683,CCOC(=O)C1=CC=C(C=C1)C#C,,174.199,15888301,,,,,
319,OC(=O)CCCCCCCCCCC(=O)O,12736,C(CCCCCC(=O)O)CCCCC(=O)O,,230.304,15892807,0.01010,,,,
141,CCCCCCCC(=O)OC(COC(=O)CCCCCCC)COC(=O)CCCCCCC,10850,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,0.954,470.691,15899778,0.01000,fridge,,,
161,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,11147,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,,807.339,15899780,,,,,
152,CCCCCCCCCCCC(=O)CC(=O)OC,89670,CCCCCCCCCCCC(=O)CC(=O)OC,,256.386,15901948,,,,,
62,CC1CCC(C(C1)O)C(O)(C)C,556998,CC1CCC(C(C1)O)C(C)(C)O,,172.268,15902316,,,,,
379,OCC[C@H](CCC=C(C)C)C,7793,CC(CCC=C(C)C)CCO,,156.269,15902396,0.01000,fridge,,,
357,OC1CCC(CC1)C(C1CCC(CC1)O)(C)C,94932,CC(C)(C1CCC(CC1)O)C2CCC(CC2)O,,240.387,15907919,0.01000,fridge,,,
270,COC(=O)CCCCCCCC(=O)OC,15612,COC(=O)CCCCCCCC(=O)OC,,216.277,15913922,0.01000,fridge,,,
328,OC[C@@H]1CCCC[C@@H]1CO,2724019,C1CCC(C(C1)CO)CO,,144.214,15915800,0.01000,fridge,,,
396,OCCC=C(C)C,136582,CC(=CCCO)C,,100.161,15916428,,,,,
329,OC[C@@H]1CCCC[C@H]1CO,11217323,C1CCC(C(C1)CO)CO,,144.214,16000198,0.01000,fridge,,,
87,CCCC(CC(CO)CC)CC,549992,CCCC(CC)CC(CC)CO,,172.312,16003314,,,,,
202,CCOC(=O)c1ccc(cc1)CCc1ccccc1,70700422,CCOC(=O)C1=CC=C(C=C1)CCC2=CC=CC=C2,,254.329,16003433,,,,,
107,CCCCC[C@@H]1CC[C@H](CC1)[C@@H]1CC[C@H](CC1)O,3126233,CCCCCC1CCC(CC1)C2CCC(CC2)O,,252.442,16003821,0.01000,fridge,,,
230,CCOC(=O)CCCCC1CC(=O)C1,70700488,CCOC(=O)CCCCC1CC(=O)C1,,198.262,16004162,,,,,
365,OC1CCC2(CC1)CCCC2,56962207,C1CCC2(C1)CCC(CC2)O,,154.253,16004545,,,,,
132,CCCCCC/C=C\CCCCCCCC=O,5364643,CCCCCCC=CCCCCCCCC=O,,238.415,16004818,,,,,
34,CC(=CCC/C(=C\C(=O)O)/C)C,5312583,CC(=CCCC(=CC(=O)O)C)C,,168.236,16004982,,,,,
293,O=C(c1ccc(cc1)F)OC(=O)c1ccc(cc1)F,579438,C1=CC(=CC=C1C(=O)OC(=O)C2=CC=C(C=C2)F)F,,262.212,16005112,,,,,
2,BrCc1ccccc1C(=O)OCc1ccccc1,13978678,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2CBr,,305.171,16005277,,,,,
267,COC(=O)CCCCC(=O)C,288022,CC(=O)CCCCC(=O)OC,,158.197,16005447,,,,,
138,CCCCCCC/C=C/CC(=O)C,71307285,CCCCCCCC=CCC(=O)C,,182.307,16006185,,,,,
139,CCCCCCC/C=C/CC(=O)CC,21953547,CCCCCCCC=CCC(=O)CC,,196.334,16006261,,,,,
168,CCCCCCCCCCCCCCOC(=O)C,12531,CCCCCCCCCCCCCCOC(=O)C,,256.43,16006385,,,,,
54,CC1(O)CC2CCC1CC2,296931,CC1(CC2CCC1CC2)O,,140.226,16006704,,,,,
387,OCC12CCC(CC1)(CC2)CO,13227630,C1CC2(CCC1(CC2)CO)CO,,170.252,16006918,,,,,
195,CCOC(=O)c1ccc(cc1)C#Cc1ccccc1,4654671,CCOC(=O)C1=CC=C(C=C1)C#CC2=CC=CC=C2,,250.297,16007158,,,,,
341,OC/C=C(\CCC=C(C)C)/C,643820,CC(=CCCC(=CCO)C)C,,154.253,16008578,,,,,
279,O[C@@H]1CC[C@@H](CC1)C1CCCCC1,75518,C1CCC(CC1)C2CCC(CC2)O,,182.307,16008874,,,,,
20,C#CCOC(=O)c1ccccc1,336291,C#CCOC(=O)C1=CC=CC=C1,,160.172,16009036,,,,,
156,CCCCCCCCCCCCC/C=C/C=C/C(=O)O,5312457,CCCCCCCCCCCCCC=CC=CC(=O)O,,280.452,16009052,,,,,
135,CCCCCCC(C(=O)OC)Br,95579,CCCCCCC(C(=O)OC)Br,,237.137,16009491,0.01000,fridge,,,
146,CCCCCCCCC(=O)OCCCCCCCC(C)C,66957,CCCCCCCCC(=O)OCCCCCCCC(C)C,,298.511,16009813,,,,,
19,C/C=C\CO,643789,CC=CCO,,72.107,16009829,0.02590,,,,
105,CCCCC(CCC(CC(C)C)O)CC,97948,CCCCC(CC)CCC(CC(C)C)O,,214.393,16009845,0.00100,not arrived,,,
51,CC/C=C/C=C/CO,5367391,CCC=CC=CCO,,112.172,16010111,,,,,
174,CCCCOC(=O)CCCCCCCCC=C,61027,CCCCOC(=O)CCCCCCCCC=C,,240.387,16010129,,,,,
280,O[C@@H]1CC[C@H](C=C1)O,7057958,C1CC(C=CC1O)O,,114.144,16010153,,,,,
12,C[C@@H]1CC[C@@H]2[C@]31CC[C@@]([C@@H](C3)C2(C)C)(C)O,7067838,CC1CCC2C13CCC(C(C3)C2(C)C)(C)O,,222.372,16010231,,,,,
322,OC(=O)CCCCCCCCCCCCCC(=O)O,160576,C(CCCCCCC(=O)O)CCCCCCC(=O)O,,272.385,16010374,1.00000,,,,
43,CC(CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C)C,6427097,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,,398.628,16010396,,,,,
373,OCC(C(=C)C)CC=C(C)C,94060,CC(=CCC(CO)C(=C)C)C,,154.253,16011078,,,,,
44,CC(CCCCCOC(=O)CCCCCCCCC(=O)OCCCCCC(C)C)C,117949,CC(C)CCCCCOC(=O)CCCCCCCCC(=O)OCCCCCC(C)C,,426.682,16012591,,,,,
148,CCCCCCCCC/C=C/C=C/C=C/C=C/C=C/C=C/C(=O)O,6442063,CCCCCCCCCC=CC=CC=CC=CC=CC=CC(=O)O,,328.496,16013070,0.10000,freezer: -80 bottom shelf in box labeled AKOS LLS 11-9-16,,,
55,CC1(O)CCC(CC1)C(O)(C)C.O,17141,CC1(CCC(CC1)C(C)(C)O)O.O,,190.283,16013500,0.01000,,,,
338,OC/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\CO)\C,5282197,CC(=CCCC(=CCCC(=CCCC(=CCO)C)CO)C)C,,306.49,16014100,,,,,
313,O=CCCc1cccc(c1)C(=O)OCC,10262385,CCOC(=O)C1=CC(=CC=C1)CCC=O,,206.241,16014243,,,,,
246,COC(=O)c1ccc(cc1)/C=C/C(=O)/C=C/c1ccc(cc1)C(=O)OC,14817491,COC(=O)C1=CC=C(C=C1)C=CC(=O)C=CC2=CC=C(C=C2)C(=O)OC,,350.37,16014783,,,,,
349,OC/C=C\CO,643790,C(C=CCO)O,1.07,88.106,16015277,,,,,
344,OC/C=C/C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,5708662,C(C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,,276.102,16015336,,,,,
335,OC/C(=C\C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/I,5366122,C(C(=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I)O,,502.014,16015430,,,,,
170,CCCCOC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2778841,CCCCOC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,470.178,16015456,,,,,
163,CCCCCCCCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCCCCCCCC,69485,CCCCCCCCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCCCCCCCC,,550.953,16015529,0.01000,fridge,,,
216,CCOC(=O)c1ccccc1CCC(=C)C,24721799,CCOC(=O)C1=CC=CC=C1CCC(=C)C,,218.296,16016780,,,,,
208,CCOC(=O)c1cccc(c1)CCC(=C)C,14812184,CCOC(=O)C1=CC(=CC=C1)CCC(=C)C,,218.296,16016783,,,,,
27,C=CCCc1ccccc1C(=O)OCC,24721793,CCOC(=O)C1=CC=CC=C1CCC=C,,204.269,16016791,,,,,
201,CCOC(=O)c1ccc(cc1)CCC(=C)C,24721809,CCOC(=O)C1=CC=C(C=C1)CCC(=C)C,,218.296,16016810,,,,,
215,CCOC(=O)c1ccccc1c1ccccc1C(=O)OCC,13793399,CCOC(=O)C1=CC=CC=C1C2=CC=CC=C2C(=O)OCC,,298.338,16017263,,,,,
189,CCOC(=O)c1ccc(cc1)C(=O)c1ccccc1,570996,CCOC(=O)C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,,254.285,16017798,,,,,
207,CCOC(=O)c1cccc(c1)C1CCCC(=O)C1,15475145,CCOC(=O)C1=CC(=CC=C1)C2CCCC(=O)C2,,246.306,16019476,,,,,
193,CCOC(=O)c1ccc(cc1)C(=O)CCc1ccccc1,24725578,CCOC(=O)C1=CC=C(C=C1)C(=O)CCC2=CC=CC=C2,,282.339,16021018,,,,,
192,CCOC(=O)c1ccc(cc1)C(=O)CCc1cccc(c1)C,24725673,CCOC(=O)C1=CC=C(C=C1)C(=O)CCC2=CC=CC(=C2)C,,296.366,16021043,,,,,
191,CCOC(=O)c1ccc(cc1)C(=O)CCc1ccc(cc1)C,24725724,CCOC(=O)C1=CC=C(C=C1)C(=O)CCC2=CC=C(C=C2)C,,296.366,16021549,,,,,
190,CCOC(=O)c1ccc(cc1)C(=O)CCc1cc(C)cc(c1)C,24726494,CCOC(=O)C1=CC=C(C=C1)C(=O)CCC2=CC(=CC(=C2)C)C,,310.393,16022200,,,,,
102,CCCCC(=O)CCCCC(=O)OCC,11063798,CCCCC(=O)CCCCC(=O)OCC,,214.305,16022941,,,,,
121,CCCCCC(=O)CCCC(=O)OCC,3022909,CCCCCC(=O)CCCC(=O)OCC,,214.305,16022952,,,,,
224,CCOC(=O)CCCCC(=O)C(C)C,12007529,CCOC(=O)CCCCC(=O)C(C)C,,200.278,16022954,,,,,
84,CCCC(=O)CCCCCC(=O)OCC,24727454,CCCC(=O)CCCCCC(=O)OCC,,214.305,16022974,,,,,
198,CCOC(=O)c1ccc(cc1)CC(=O)c1ccccc1,24727462,CCOC(=O)C1=CC=C(C=C1)CC(=O)C2=CC=CC=C2,,268.312,16023015,,,,,
234,CCOC(=O)CCCCCC(=O)C1CCCC1,24727434,CCOC(=O)CCCCCC(=O)C1CCCC1,,240.343,16023050,,,,,
226,CCOC(=O)CCCCC(=O)C1CCC1,24727438,CCOC(=O)CCCCC(=O)C1CCC1,,212.289,16023052,,,,,
233,CCOC(=O)CCCCCC(=O)C1CCC1,24727439,CCOC(=O)CCCCCC(=O)C1CCC1,,226.316,16023061,,,,,
232,CCOC(=O)CCCCCC(=O)C1CC1,24727444,CCOC(=O)CCCCCC(=O)C1CC1,,212.289,16023071,,,,,
231,CCOC(=O)CCCCCC(=O)C(C)(C)C,24727447,CCOC(=O)CCCCCC(=O)C(C)(C)C,,228.332,16023082,,,,,
237,CCOC(=O)CCCCCCC(=O)CC,24727450,CCC(=O)CCCCCCC(=O)OCC,,214.305,16023092,,,,,
227,CCOC(=O)CCCCC(=O)C1CCCCC1,11770572,CCOC(=O)CCCCC(=O)C1CCCCC1,,240.343,16023189,,,,,
392,OCC1CCC(C1(C)C)(C)CO,2750589,CC1(C(CCC1(C)CO)CO)C,,172.268,16038000,0.01300,,,,
86,CCCC(C(CO)CC)O,7211,CCCC(C(CC)CO)O,,146.23,16051411,0.01000,fridge,,,
248,COC(=O)c1ccc(cc1)C(=O)c1ccc(cc1)C,182399,CC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)OC,,254.285,16053162,,,,,
273,F[B-](c1ccc(cc1)C(=O)OCC)(F)F.[K+],46738073,[B-](C1=CC=C(C=C1)C(=O)OCC)(F)(F)F.[K+],,256.073,16339828,0.01000,,,,
13,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,16666,CC1CCC(C(C1)O)C(C)C,0.904,156.269,16842647,0.01000,,,,
385,OCC1=CC[C@H](CC1)C(=C)C,369312,CC(=C)C1CCC(=CC1)CO,,152.237,16843795,,,,,
67,CC1CCCCC1O,11418,CC1CCCCC1O,0.93,114.188,16843913,"cancelled, analysis failed",do not have,,,
59,CC1CC(O)CC(C1)(C)C,8298,CC1CC(CC(C1)(C)C)O,,142.242,16844021,0.01020,,,,
397,OCCC1C(C)(O)CCC2C1(C)CCCC2(C)C,91915,CC1(CCCC2(C1CCC(C2CCO)(C)O)C)C,,254.414,16844262,,,,,
8,C[C@@H](C1CCCCC1)O,9964092,CC(C1CCCCC1)O,,128.215,16844268,,,,,
351,OC12CCC3CC(C1)CC(C2)C3,565589,C1CC2(CC3CC1CC(C3)C2)O,,166.264,16844276,,,,,
359,OC1CCC(CC1)OC(=O)c1ccccc1,238109,C1CC(CCC1O)OC(=O)C2=CC=CC=C2,,220.268,16844745,,,,,
374,OCC(C(C)C)(CCC(C)C)CO,11745391,CC(C)CCC(CO)(CO)C(C)C,,188.311,16844938,0.01000,,,,
299,O=C(c1ccccc1)OC1CCC=CC1,10171328,C1CC(CC=C1)OC(=O)C2=CC=CC=C2,,202.253,16845282,,,,,
42,CC(CCC[C@@H](O)C)C,12583653,CC(C)CCCC(C)O,,130.231,16845813,,,,,
291,O=C(c1ccc(cc1)C(=O)OCc1ccccc1)OCc1ccccc1,88280,C1=CC=C(C=C1)COC(=O)C2=CC=C(C=C2)C(=O)OCC3=CC=CC=C3,,346.382,16845850,,,,,
106,CCCCC(COC(=O)c1ccccc1)CC,94310,CCCCC(CC)COC(=O)C1=CC=CC=C1,,234.339,16846200,,,,,
332,OC[C@H]1CC[C@H]2C[C@]1(O)C2(C)C,22831353,CC1(C2CCC(C1(C2)O)CO)C,,170.252,17343148,,,,,
122,CCCCCC(=O)OCCCC(F)(F)F,45075683,CCCCCC(=O)OCCCC(F)(F)F,,226.239,17343232,,,,,
164,CCCCCCCCCCCCCCCCCC(=O)OCCC,77190,CCCCCCCCCCCCCCCCCC(=O)OCCC,,326.565,17343276,,,,,
11,C[C@@H]1CC[C@@H](CC1)O,11524,CC1CCC(CC1)O,0.92,114.188,17343697,0.01000,fridge,,,
14,C[C@H](CCC=C(C)C)O,6971128,CC(CCC=C(C)C)O,,128.215,17343717,,,,,
330,OC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CCC[C@@H]2O)C,11042078,CC(CO)C1CCC2C1(CCCC2O)C,,212.333,17343723,0.10000,,,,
24,C=CCC[C@@H](O)C,11848710,CC(CCC=C)O,,100.161,17343751,,,,,
9,C[C@@H](CCC=C(C)C)O,6971127,CC(CCC=C(C)C)O,,128.215,17343754,0.01000,fridge,,,
304,O=C(c1ccccc1)OCCOC(F)(F)F,68154755,C1=CC=C(C=C1)C(=O)OCCOC(F)(F)F,,234.174,17344668,,,,,
348,OC/C=C\C(C(F)(F)F)(C(F)(F)F)F,44717634,C(C=CC(C(F)(F)F)(C(F)(F)F)F)O,,226.094,17344911,,,,,
413,OCCCOC(=O)c1ccccc1,81378,C1=CC=C(C=C1)C(=O)OCCCO,,180.203,17344995,,,,,
370,OC1CCCCC1(C)C,557637,CC1(CCCCC1O)C,,128.215,18400514,0.01020,,,,
65,CC1CCCC(C1O)C,21428,CC1CCCC(C1O)C,,128.215,21983365,0.01000,,,,
166,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC,22199,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC,,368.646,22172024,,,,,
15,C[C@H]1C[C@@H](O)CC(C1)(C)C,1550823,CC1CC(CC(C1)(C)C)O,,142.242,22172061,,,,,
47,CC(COC(=O)c1ccccc1)OCC(OC(=O)c1ccccc1)C,89272,CC(COC(C)COC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2,,342.391,22172826,,,,,
301,O=C(c1ccccc1)OCC(COC(=O)c1ccccc1)(C)C,20169,CC(C)(COC(=O)C1=CC=CC=C1)COC(=O)C2=CC=CC=C2,,312.365,22172830,,,,,
206,CCOC(=O)c1cccc(c1)c1ccc(cc1)C=O,15382496,CCOC(=O)C1=CC=CC(=C1)C2=CC=C(C=C2)C=O,,254.285,22172857,,,,,
300,O=C(c1ccccc1)OCC(=O)C,23137,CC(=O)COC(=O)C1=CC=CC=C1,,178.187,22172870,,,,,
140,CCCCCCCC(=O)CC(=O)OCC,83224,CCCCCCCC(=O)CC(=O)OCC,,214.305,22172951,,,,,
69,CCC(=O)[C@H](OC(=O)c1ccccc1)C,11424287,CCC(=O)C(C)OC(=O)C1=CC=CC=C1,,206.241,22173054,,,,,
33,CC(=C)[C@H]1CC[C@@](C=C1)(C)O,5319363,CC(=C)C1CCC(C=C1)(C)O,,152.237,22173122,,,,,
171,CCCCOC(=O)c1cccc(c1)B(O)O,11183638,B(C1=CC(=CC=C1)C(=O)OCCCC)(O)O,,222.047,22173304,,,,,
312,O=Cc1ccc(cc1F)C(=O)OCc1ccccc1,59295103,C1=CC=C(C=C1)COC(=O)C2=CC(=C(C=C2)C=O)F,,258.248,22173642,,,,,
211,CCOC(=O)c1cccc2c1CCCC2,11790328,CCOC(=O)C1=C2CCCCC2=CC=C1,,204.269,22173807,,,,,
96,CCCc1ccc(cc1)C(=O)OC,12861010,CCCC1=CC=C(C=C1)C(=O)OC,,178.231,22174072,,,,,
200,CCOC(=O)c1ccc(cc1)CCC,12766527,CCCC1=CC=C(C=C1)C(=O)OCC,,192.258,22174073,,,,,
181,CCOC(=O)c1c(C)cccc1F,46311376,CCOC(=O)C1=C(C=CC=C1F)C,,182.194,22176945,,,,,
72,CCC(=O)OC(=O)c1ccccc1,11961,CCC(=O)OC(=O)C1=CC=CC=C1,,178.187,22177870,,,,,
167,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC,75779,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC,,452.808,22183496,0.01000,fridge,,,
5,BrCCCCCCCCC(=O)OCC,560317,CCOC(=O)CCCCCCCCBr,,265.191,22184013,,,,,
255,COC(=O)c1ccc(cc1)COC(=O)C,597147,CC(=O)OCC1=CC=C(C=C1)C(=O)OC,,208.213,22184211,,,,,
29,CC([C@]1(O)CC[C@@]2([C@@H](C1)[C@](C)(O)CCC2O)C)C,71307321,CC(C)C1(CCC2(C(CCC(C2C1)(C)O)O)C)O,,256.386,22184630,,,,,
23,C=CC(C/C=C/C(O)(C)C)(O)C,5352451,CC(C)(C=CCC(C)(C=C)O)O,,170.252,22184702,,,,,
337,OC/C(=C\CC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)/C(O)(O)O,73554037,CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(CO)C(O)(O)O)C)C)C,,474.726,22184831,,,,,
311,O=Cc1ccc(cc1)CC(=O)OCc1ccccc1,19966221,C1=CC=C(C=C1)COC(=O)CC2=CC=C(C=C2)C=O,,254.285,22188250,,,,,
331,OC[C@H](C1CCC2[C@]1(C)CCCC2O)C,57712187,CC(CO)C1CCC2C1(CCCC2O)C,,212.333,22193598,0.01000,,,,
187,CCOC(=O)c1ccc(c(c1F)F)F,594559,CCOC(=O)C1=C(C(=C(C=C1)F)F)F,,204.148,23547264,,,,,
354,OC1CC2CCC1CC2,140410,C1CC2CCC1CC2O,,126.199,24047419,,,,,
355,OC1CCC(CC1)C(C(=O)O)(C)C,57449962,CC(C)(C1CCC(CC1)O)C(=O)O,,186.251,24162794,0.01030,,,,
48,CC(COC(=O)CCCCCCCC(=O)OCC(C)C)C,7776,CC(C)COC(=O)CCCCCCCC(=O)OCC(C)C,,300.439,24258487,,,,,
393,OCC1CCC(CC1)COC,19938783,COCC1CCC(CC1)CO,,158.241,24260315,,,,,
197,CCOC(=O)c1ccc(cc1)c1ccc(cc1)C=O,10977997,CCOC(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)C=O,,254.285,24260640,,,,,
144,CCCCCCCCC(=O)C(=O)OCC,12750087,CCCCCCCCC(=O)C(=O)OCC,,214.305,24261991,,,,,
372,OCC(=C)CCCCCC(=C)CO,84820163,C=C(CCCCCC(=C)CO)CO,,184.279,24262777,0.01100,,,,
371,OCC(=C)CCCCCC(=C)C,84820164,CC(=C)CCCCCC(=C)CO,,168.28,24262779,0.00440,,,,
128,CCCCCC/C=C/C=C/C,12397158,CCCCCCC=CC=CC,,152.281,24262869,0.01910,,,,
109,CCCCC/C=C/C(C)(C)C,84820213,CCCCCC=CC(C)(C)C,,154.297,24262871,0.01350,,,,
324,OC(C(C)(C)C)/C=C/C=C/C(C)(C)C,84820215,CC(C)(C)C=CC=CC(C(C)(C)C)O,,196.334,24262873,0.02310,,,,
118,CCCCCC(/C=C/C=C/C=C/C)O,84820218,CCCCCC(C=CC=CC=CC)O,,194.318,24262879,0.01170,,,,
129,CCCCCC/C=C/CCCC,5364444,CCCCCCC=CCCCC,,168.324,24262897,0.01720,,,,
36,CC(C=C)/C=C\CCCCC,12525554,CCCCCC=CC(C)C=C,,152.281,24262911,0.01730,,,,
133,CCCCCCC(/C(=C/C)/C)O,15527754,CCCCCCC(C(=CC)C)O,,170.296,24262916,0.01780,,,,
382,OCC1(C)C2CC3C1(C)C3C2,578221,CC1(C2CC3C1(C3C2)C)CO,,152.237,24262936,0.01420,,,,
394,OCCC(CC/C=C(\CO)/C)C,77134639,CC(CCC=C(C)CO)CCO,,172.268,24263033,0.01520,,,,
52,CC/C=C\CCCC/C=C\CC,14840125,CCC=CCCCCC=CCC,,166.308,24263044,0.01600,,,,
110,CCCCC/C=C/C(C)C,5365981,CCCCCC=CC(C)C,,140.27,24263045,0.01940,,,,
113,CCCCC/C=C\C(C)(C)C,84820295,CCCCCC=CC(C)(C)C,,154.297,24263046,0.01550,,,,
108,CCCCC/C(=C/C(C)C)/[2H],84820296,CCCCCC=CC(C)C,,141.276,24263047,0.01710,,,,
114,CCCCC/C=C\C(C)C,12936866,CCCCCC=CC(C)C,,140.27,24263048,0.02280,,,,
124,CCCCCC/C=C(/C(O)C)\C,12768714,CCCCCCC=C(C)C(C)O,,170.296,24263050,0.02370,,,,
111,CCCCC/C=C/C=C\C=C,5367410,CCCCCC=CC=CC=C,,150.265,24263056,0.01820,,,,
115,CCCCC/C=C\C/C=C\C,58361173,CCCCCC=CCC=CC,,152.281,24263058,0.01390,,,,
97,CCCCC(/C=C/[C@H]1COC(O1)(C)C)O,84820308,CCCCC(C=CC1COC(O1)(C)C)O,,214.305,24263069,0.01420,,,,
90,CCCC/C=C\C(C(F)(F)F)O,84820333,CCCCC=CC(C(F)(F)F)O,,182.186,24263114,"not shipped, identical to AKOS024263117",do not have,,,
88,CCCC/C=C/C(C(F)(F)F)O,10012561,CCCCC=CC(C(F)(F)F)O,,182.186,24263117,0.01950,,,,
98,CCCCC(/C=C\CO[Si](C(C)(C)C)(C)C)O,84820355,CCCCC(C=CCO[Si](C)(C)C(C)(C)C)O,,258.477,24263164,0.01980,,,,
340,OC/C=C(\C=C\C1=C(C)CCCC1(C)C)/C,10443476,CC1=C(C(CCC1)(C)C)C=CC(=CCO)C,,220.356,24263171,"not shipped, structure altered",do not have,,,
274,FCC(CCCCCCCCC(=O)OC)O,11831365,COC(=O)CCCCCCCCC(CF)O,,234.311,24263949,0.01060,,,,
325,OC(C(O)(C)C)C1CCCCC1,15568593,CC(C)(C(C1CCCCC1)O)O,,172.268,24263952,0.01440,,,,
378,OCC(CCCCCCCCC(=O)OC)F,10988196,COC(=O)CCCCCCCCC(CO)F,,234.311,24263954,,,,,
1,BrCC(CCCCCCCCC(=O)OC)F,11022861,COC(=O)CCCCCCCCC(CBr)F,,297.208,24263961,0.01130,,,,
221,CCOC(=O)CC1CCCCCCCCCCC1,17750637,CCOC(=O)CC1CCCCCCCCCCC1,,254.414,24264069,0.01410,,,,
78,CCC/C=C\CCC/C=C\CCC,84820759,CCCC=CCCCC=CCCC,,180.335,24264131,0.02200,,,,
53,CC#CCCCCCCCC(=O)OC,13355478,CC#CCCCCCCCC(=O)OC,,196.29,24264137,0.01510,,,,
